Coach,Tm,sea_w/franc_count,sea_overall_count,rs_curr_sea_G,rs_curr_sea_W,rs_curr_sea_L,rs_w/franc_G,rs_w/franc_W,rs_w/franc_L,rs_career_G,rs_career_W,rs_career_L,rs_career_W%,po_curr_sea_G,po_curr_sea_W,po_curr_sea_L,po_w/franc_G,po_w/franc_W,po_w/franc_L,po_career_G,po_career_W,po_career_L,season,team_id,coy_share,won_coy,sum_coach_playoff_games,sum_coy_shares
Lloyd Pierce,ATL,3,3,34,14,20,183,63,120,183,63,120,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,1,0.0,0.0,0.0,0.0
Nate McMillan,ATL,1,17,38,27,11,38,27,11,1287,688,599,0.535,18.0,10.0,8.0,18.0,10.0,8.0,71.0,27.0,44.0,2021,1,0.024,0.0,101.0,2.364
Tyronn Lue,LAC,1,5,72,47,25,72,47,25,283,175,108,0.618,19.0,10.0,9.0,19.0,10.0,9.0,80.0,51.0,29.0,2021,13,0.0,0.0,61.0,0.0
Erik Spoelstra,MIA,13,13,72,40,32,1031,607,424,1031,607,424,0.589,4.0,0.0,4.0,143.0,85.0,58.0,143.0,85.0,58.0,2021,16,0.0,0.0,139.0,0.835
Mark Daigneault,OKC,1,1,72,22,50,72,22,50,72,22,50,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,21,0.0,0.0,0.0,0.0
Frank Vogel,LAL,2,10,72,42,30,143,94,49,738,398,340,0.539,6.0,2.0,4.0,27.0,18.0,9.0,88.0,49.0,39.0,2021,14,0.0,0.0,82.0,0.444
James Borrego,CHO,3,4,72,33,39,219,95,124,249,105,144,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,4,0.0,0.0,0.0,0.0
Nick Nurse,TOR,3,3,72,27,45,226,138,88,226,138,88,0.611,0.0,0.0,0.0,35.0,23.0,12.0,35.0,23.0,12.0,2021,28,0.0,0.0,35.0,0.944
Chris Finch,MIN,1,1,41,16,25,41,16,25,41,16,25,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,18,0.0,0.0,0.0,0.0
Ryan Saunders,MIN,3,3,31,7,24,137,43,94,137,43,94,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,18,0.0,0.0,0.0,0.0
Brad Stevens,BOS,8,8,72,36,36,636,354,282,636,354,282,0.557,5.0,1.0,4.0,78.0,38.0,40.0,78.0,38.0,40.0,2021,2,0.0,0.0,73.0,0.799
Scott Brooks,WAS,5,12,72,34,38,390,183,207,935,521,414,0.557,5.0,1.0,4.0,24.0,10.0,14.0,97.0,49.0,48.0,2021,30,0.0,0.0,92.0,0.928
Nate Bjorkgren,IND,1,1,72,34,38,72,34,38,72,34,38,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,12,0.0,0.0,0.0,0.0
Luke Walton,SAC,2,5,72,31,41,144,62,82,390,160,230,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,26,0.0,0.0,0.0,0.0
Steve Kerr,GSW,7,7,72,39,33,547,376,171,547,376,171,0.687,0.0,0.0,0.0,105.0,77.0,28.0,105.0,77.0,28.0,2021,10,0.0,0.0,105.0,1.339
Taylor Jenkins,MEM,2,2,72,38,34,145,72,73,145,72,73,0.497,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,2021,15,0.0,0.0,0.0,0.058
Mike Budenholzer,MIL,3,8,72,46,26,227,162,65,637,375,262,0.589,23.0,16.0,7.0,48.0,31.0,17.0,87.0,48.0,39.0,2021,17,0.0,0.0,64.0,1.949
Gregg Popovich,SAS,25,25,72,33,39,1963,1310,653,1963,1310,653,0.667,0.0,0.0,0.0,284.0,170.0,114.0,284.0,170.0,114.0,2021,27,0.0,0.0,284.0,3.043
Quin Snyder,UTA,7,7,72,52,20,554,323,231,554,323,231,0.583,11.0,6.0,5.0,45.0,19.0,26.0,45.0,19.0,26.0,2021,29,0.322,0.0,34.0,0.5279999999999999
Tom Thibodeau,NYK,1,9,72,41,31,72,41,31,670,393,277,0.587,5.0,1.0,4.0,5.0,1.0,4.0,61.0,25.0,36.0,2021,20,0.702,1.0,56.0,1.6640000000000001
Steve Nash,BRK,1,1,72,48,24,72,48,24,72,48,24,0.667,12.0,7.0,5.0,12.0,7.0,5.0,12.0,7.0,5.0,2021,3,0.014,0.0,0.0,0.0
Steve Kerr,GSW,6,6,65,15,50,475,337,138,475,337,138,0.709,0.0,0.0,0.0,105.0,77.0,28.0,105.0,77.0,28.0,2020,10,0.0,0.0,105.0,1.339
Jacque Vaughn,BRK,1,4,10,7,3,10,7,3,226,65,161,0.288,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2020,3,0.0,0.0,0.0,0.0
Mike D'Antoni,HOU,4,16,72,44,28,318,217,101,1199,672,527,0.56,12.0,5.0,7.0,51.0,28.0,23.0,110.0,54.0,56.0,2020,11,0.0,0.0,98.0,1.8210000000000002
Michael Malone,DEN,5,7,73,46,27,401,219,182,507,258,249,0.509,19.0,9.0,10.0,33.0,16.0,17.0,33.0,16.0,17.0,2020,8,0.01,0.0,14.0,0.308
David Fizdale,NYK,2,4,22,4,18,104,21,83,205,71,134,0.346,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,2020,20,0.0,0.0,6.0,0.008
Rick Carlisle,DAL,12,18,75,43,32,961,513,448,1453,794,659,0.546,6.0,2.0,4.0,64.0,30.0,34.0,126.0,60.0,66.0,2020,7,0.006,0.0,120.0,1.2429999999999999
Mike Miller,NYK,1,1,44,17,27,44,17,27,44,17,27,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,20,0.0,0.0,0.0,0.0
Erik Spoelstra,MIA,12,12,73,44,29,959,567,392,959,567,392,0.591,21.0,14.0,7.0,139.0,85.0,54.0,139.0,85.0,54.0,2020,16,0.108,0.0,118.0,0.727
Kenny Atkinson,BRK,4,4,62,28,34,308,118,190,308,118,190,0.383,0.0,0.0,0.0,5.0,1.0,4.0,5.0,1.0,4.0,2020,3,0.0,0.0,5.0,0.072
Frank Vogel,LAL,1,9,71,52,19,71,52,19,666,356,310,0.535,21.0,16.0,5.0,21.0,16.0,5.0,82.0,47.0,35.0,2020,14,0.072,0.0,61.0,0.372
Nick Nurse,TOR,2,2,72,53,19,154,111,43,154,111,43,0.721,11.0,7.0,4.0,35.0,23.0,12.0,35.0,23.0,12.0,2020,28,0.94,1.0,24.0,0.004
Lloyd Pierce,ATL,2,2,67,20,47,149,49,100,149,49,100,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,1,0.0,0.0,0.0,0.0
John Beilein,CLE,1,1,54,14,40,54,14,40,54,14,40,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,6,0.0,0.0,0.0,0.0
Ryan Saunders,MIN,2,2,64,19,45,106,36,70,106,36,70,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,18,0.0,0.0,0.0,0.0
James Borrego,CHO,2,3,65,23,42,147,62,85,177,72,105,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,4,0.0,0.0,0.0,0.0
Quin Snyder,UTA,6,6,72,44,28,482,271,211,482,271,211,0.562,7.0,3.0,4.0,34.0,13.0,21.0,34.0,13.0,21.0,2020,29,0.0,0.0,27.0,0.5279999999999999
Brad Stevens,BOS,7,7,72,48,24,564,318,246,564,318,246,0.564,17.0,10.0,7.0,73.0,37.0,36.0,73.0,37.0,36.0,2020,2,0.01,0.0,56.0,0.789
Jim Boylen,CHI,2,2,65,22,43,123,39,84,123,39,84,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,5,0.0,0.0,0.0,0.0
Scott Brooks,WAS,4,11,72,25,47,318,149,169,863,487,376,0.564,0.0,0.0,0.0,19.0,9.0,10.0,92.0,48.0,44.0,2020,30,0.0,0.0,92.0,0.928
Brett Brown,PHI,7,7,73,43,30,565,221,344,565,221,344,0.391,4.0,0.0,4.0,26.0,12.0,14.0,26.0,12.0,14.0,2020,71,0.0,0.0,22.0,0.162
Luke Walton,SAC,1,4,72,31,41,72,31,41,318,129,189,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,26,0.0,0.0,0.0,0.0
Taylor Jenkins,MEM,1,1,73,34,39,73,34,39,73,34,39,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,15,0.058,0.0,0.0,0.0
Mike Budenholzer,MIL,2,7,73,56,17,155,116,39,565,329,236,0.582,10.0,5.0,5.0,25.0,15.0,10.0,64.0,32.0,32.0,2020,17,0.294,0.0,54.0,1.655
J.B. Bickerstaff,CLE,1,4,11,5,6,11,5,6,227,90,137,0.396,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2020,6,0.0,0.0,5.0,0.0
Alvin Gentry,NOP,5,17,72,30,42,400,175,225,1105,510,595,0.462,0.0,0.0,0.0,9.0,5.0,4.0,30.0,17.0,13.0,2020,19,0.0,0.0,30.0,0.12100000000000001
Dwane Casey,DET,2,11,66,20,46,148,61,87,828,434,394,0.524,0.0,0.0,0.0,4.0,0.0,4.0,55.0,21.0,34.0,2020,9,0.0,0.0,55.0,0.837
Nate McMillan,IND,4,16,73,45,28,319,183,136,1249,661,588,0.529,4.0,0.0,4.0,19.0,3.0,16.0,53.0,17.0,36.0,2020,12,0.024,0.0,97.0,2.34
Doc Rivers,LAC,7,21,72,49,23,564,356,208,1624,943,681,0.581,13.0,7.0,6.0,59.0,27.0,32.0,180.0,91.0,89.0,2020,13,0.01,0.0,167.0,1.395
Terry Stotts,POR,8,12,74,35,39,648,360,288,931,475,456,0.51,5.0,1.0,4.0,56.0,20.0,36.0,61.0,21.0,40.0,2020,66,0.0,0.0,56.0,0.6020000000000001
Monty Williams,PHO,1,6,73,34,39,73,34,39,467,207,260,0.443,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,2020,24,0.0,0.0,10.0,0.022000000000000002
Gregg Popovich,SAS,24,24,71,32,39,1891,1277,614,1891,1277,614,0.675,0.0,0.0,0.0,284.0,170.0,114.0,284.0,170.0,114.0,2020,27,0.0,0.0,284.0,3.043
Billy Donovan,OKC,5,5,72,44,28,400,243,157,400,243,157,0.608,7.0,3.0,4.0,41.0,18.0,23.0,41.0,18.0,23.0,2020,21,0.268,0.0,34.0,0.002
Steve Clifford,ORL,2,7,73,33,40,155,75,80,565,271,294,0.48,5.0,1.0,4.0,10.0,2.0,8.0,21.0,5.0,16.0,2020,22,0.0,0.0,16.0,0.366
Nate McMillan,IND,3,15,82,48,34,246,138,108,1176,616,560,0.524,4.0,0.0,4.0,15.0,3.0,12.0,49.0,17.0,32.0,2019,12,0.124,0.0,93.0,2.2159999999999997
Quin Snyder,UTA,5,5,82,50,32,410,227,183,410,227,183,0.554,5.0,1.0,4.0,27.0,10.0,17.0,27.0,10.0,17.0,2019,29,0.004,0.0,22.0,0.524
Gregg Popovich,SAS,23,23,82,48,34,1820,1245,575,1820,1245,575,0.684,7.0,3.0,4.0,284.0,170.0,114.0,284.0,170.0,114.0,2019,27,0.004,0.0,277.0,3.039
Ryan Saunders,MIN,1,1,42,17,25,42,17,25,42,17,25,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,18,0.0,0.0,0.0,0.0
James Borrego,CHO,1,2,82,39,43,82,39,43,112,49,63,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,4,0.0,0.0,0.0,0.0
Steve Clifford,ORL,1,6,82,42,40,82,42,40,492,238,254,0.484,5.0,1.0,4.0,5.0,1.0,4.0,16.0,4.0,12.0,2019,22,0.01,0.0,11.0,0.356
Tom Thibodeau,MIN,3,8,40,19,21,204,97,107,598,352,246,0.589,0.0,0.0,0.0,5.0,1.0,4.0,56.0,24.0,32.0,2019,18,0.0,0.0,56.0,1.6640000000000001
Larry Drew,CLE,1,5,76,19,57,76,19,57,388,162,226,0.418,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,14.0,2019,6,0.0,0.0,24.0,0.015000000000000001
Igor Kokoskov,PHO,1,1,82,19,63,82,19,63,82,19,63,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,24,0.0,0.0,0.0,0.0
Fred Hoiberg,CHI,4,4,24,5,19,270,115,155,270,115,155,0.426,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,2019,5,0.0,0.0,6.0,0.0
Brad Stevens,BOS,6,6,82,49,33,492,270,222,492,270,222,0.549,9.0,5.0,4.0,56.0,27.0,29.0,56.0,27.0,29.0,2019,2,0.0,0.0,47.0,0.789
Terry Stotts,POR,7,11,82,53,29,574,325,249,857,440,417,0.513,16.0,8.0,8.0,51.0,19.0,32.0,56.0,20.0,36.0,2019,66,0.0,0.0,40.0,0.6020000000000001
Jim Boylen,CHI,1,1,58,17,41,58,17,41,58,17,41,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,5,0.0,0.0,0.0,0.0
Scott Brooks,WAS,3,10,82,32,50,246,124,122,791,462,329,0.584,0.0,0.0,0.0,19.0,9.0,10.0,92.0,48.0,44.0,2019,30,0.0,0.0,92.0,0.928
Dwane Casey,DET,1,10,82,41,41,82,41,41,762,414,348,0.543,4.0,0.0,4.0,4.0,0.0,4.0,55.0,21.0,34.0,2019,9,0.0,0.0,51.0,0.837
Brett Brown,PHI,6,6,82,51,31,492,178,314,492,178,314,0.362,12.0,7.0,5.0,22.0,12.0,10.0,22.0,12.0,10.0,2019,71,0.0,0.0,10.0,0.162
Mike D'Antoni,HOU,3,15,82,53,29,246,173,73,1127,628,499,0.557,11.0,6.0,5.0,39.0,23.0,16.0,98.0,49.0,49.0,2019,11,0.0,0.0,87.0,1.8210000000000002
Luke Walton,LAL,3,3,82,37,45,246,98,148,246,98,148,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,14,0.0,0.0,0.0,0.0
Nick Nurse,TOR,1,1,82,58,24,82,58,24,82,58,24,0.707,24.0,16.0,8.0,24.0,16.0,8.0,24.0,16.0,8.0,2019,28,0.004,0.0,0.0,0.0
Doc Rivers,LAC,6,20,82,48,34,492,307,185,1552,894,658,0.576,6.0,2.0,4.0,46.0,20.0,26.0,167.0,84.0,83.0,2019,13,0.4,0.0,161.0,0.995
Dave Joerger,SAC,3,6,82,39,43,246,98,148,492,245,247,0.498,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,13.0,2019,26,0.01,0.0,22.0,0.017
J.B. Bickerstaff,MEM,2,3,82,33,49,145,48,97,216,85,131,0.394,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2019,15,0.0,0.0,5.0,0.0
Kenny Atkinson,BRK,3,3,82,42,40,246,90,156,246,90,156,0.366,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,2019,3,0.072,0.0,0.0,0.0
Rick Carlisle,DAL,11,17,82,33,49,886,470,416,1378,751,627,0.545,0.0,0.0,0.0,58.0,28.0,30.0,120.0,58.0,62.0,2019,7,0.0,0.0,120.0,1.2429999999999999
Alvin Gentry,NOP,4,16,82,33,49,328,145,183,1033,480,553,0.465,0.0,0.0,0.0,9.0,5.0,4.0,30.0,17.0,13.0,2019,19,0.0,0.0,30.0,0.12100000000000001
Steve Kerr,GSW,5,5,82,57,25,410,322,88,410,322,88,0.785,22.0,14.0,8.0,105.0,77.0,28.0,105.0,77.0,28.0,2019,10,0.0,0.0,83.0,1.339
David Fizdale,NYK,1,3,82,17,65,82,17,65,183,67,116,0.366,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,2019,20,0.0,0.0,6.0,0.008
Erik Spoelstra,MIA,11,11,82,39,43,886,523,363,886,523,363,0.59,0.0,0.0,0.0,118.0,71.0,47.0,118.0,71.0,47.0,2019,16,0.0,0.0,118.0,0.727
Michael Malone,DEN,4,6,82,54,28,328,173,155,434,212,222,0.488,14.0,7.0,7.0,14.0,7.0,7.0,14.0,7.0,7.0,2019,8,0.308,0.0,0.0,0.0
Billy Donovan,OKC,4,4,82,49,33,328,199,129,328,199,129,0.607,5.0,1.0,4.0,34.0,15.0,19.0,34.0,15.0,19.0,2019,21,0.0,0.0,29.0,0.002
Tyronn Lue,CLE,4,4,6,0,6,211,128,83,211,128,83,0.607,0.0,0.0,0.0,61.0,41.0,20.0,61.0,41.0,20.0,2019,6,0.0,0.0,61.0,0.0
Mike Budenholzer,MIL,1,6,82,60,22,82,60,22,492,273,219,0.555,15.0,10.0,5.0,15.0,10.0,5.0,54.0,27.0,27.0,2019,17,0.864,1.0,39.0,0.791
Lloyd Pierce,ATL,1,1,82,29,53,82,29,53,82,29,53,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,0.0,0.0,0.0,0.0
Nate McMillan,IND,2,14,82,48,34,164,90,74,1094,568,526,0.519,7.0,3.0,4.0,11.0,3.0,8.0,45.0,17.0,28.0,2018,12,0.074,0.0,86.0,2.142
Earl Watson,PHO,3,3,3,0,3,118,33,85,118,33,85,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,24,0.0,0.0,0.0,0.0
Jeff Hornacek,NYK,2,5,82,29,53,164,60,104,377,161,216,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,20,0.0,0.0,0.0,0.549
Michael Malone,DEN,3,5,82,46,36,246,119,127,352,158,194,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,8,0.0,0.0,0.0,0.0
J.B. Bickerstaff,MEM,1,2,63,15,48,63,15,48,134,52,82,0.388,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2018,15,0.0,0.0,5.0,0.0
Dwane Casey,TOR,7,9,82,59,23,558,320,238,680,373,307,0.549,10.0,4.0,6.0,51.0,21.0,30.0,51.0,21.0,30.0,2018,28,0.584,1.0,41.0,0.253
Scott Brooks,WAS,2,9,82,43,39,164,92,72,709,430,279,0.606,6.0,2.0,4.0,19.0,9.0,10.0,92.0,48.0,44.0,2018,30,0.0,0.0,86.0,0.928
Mike D'Antoni,HOU,2,14,82,65,17,164,120,44,1045,575,470,0.55,17.0,11.0,6.0,28.0,17.0,11.0,87.0,43.0,44.0,2018,11,0.076,0.0,70.0,1.745
Doc Rivers,LAC,5,19,82,42,40,410,259,151,1470,846,624,0.576,0.0,0.0,0.0,40.0,18.0,22.0,161.0,82.0,79.0,2018,13,0.002,0.0,161.0,0.993
Gregg Popovich,SAS,22,22,82,47,35,1738,1197,541,1738,1197,541,0.689,5.0,1.0,4.0,277.0,167.0,110.0,277.0,167.0,110.0,2018,27,0.012,0.0,272.0,3.027
David Fizdale,MEM,2,2,19,7,12,101,50,51,101,50,51,0.495,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,2018,15,0.0,0.0,6.0,0.008
Rick Carlisle,DAL,10,16,82,24,58,804,437,367,1296,718,578,0.554,0.0,0.0,0.0,58.0,28.0,30.0,120.0,58.0,62.0,2018,7,0.0,0.0,120.0,1.2429999999999999
Fred Hoiberg,CHI,3,3,82,27,55,246,110,136,246,110,136,0.447,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,2018,5,0.0,0.0,6.0,0.0
Dave Joerger,SAC,2,5,82,27,55,164,59,105,410,206,204,0.502,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,13.0,2018,26,0.0,0.0,22.0,0.017
Quin Snyder,UTA,4,4,82,48,34,328,177,151,328,177,151,0.54,11.0,5.0,6.0,22.0,9.0,13.0,22.0,9.0,13.0,2018,29,0.434,0.0,11.0,0.09
Erik Spoelstra,MIA,10,10,82,44,38,804,484,320,804,484,320,0.602,5.0,1.0,4.0,118.0,71.0,47.0,118.0,71.0,47.0,2018,16,0.002,0.0,113.0,0.725
Jay Triano,PHO,1,4,79,21,58,79,21,58,308,108,200,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,24,0.0,0.0,0.0,0.0
Kenny Atkinson,BRK,2,2,82,28,54,164,48,116,164,48,116,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,3,0.0,0.0,0.0,0.0
Frank Vogel,ORL,2,8,82,25,57,164,54,110,595,304,291,0.511,0.0,0.0,0.0,0.0,0.0,0.0,61.0,31.0,30.0,2018,22,0.0,0.0,61.0,0.372
Mike Budenholzer,ATL,5,5,82,24,58,410,213,197,410,213,197,0.52,0.0,0.0,0.0,39.0,17.0,22.0,39.0,17.0,22.0,2018,1,0.0,0.0,39.0,0.791
Joe Prunty,MIL,1,1,37,21,16,37,21,16,37,21,16,0.568,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2018,17,0.0,0.0,0.0,0.0
Jason Kidd,MIL,4,5,45,23,22,291,139,152,373,183,190,0.491,0.0,0.0,0.0,12.0,4.0,8.0,24.0,9.0,15.0,2018,17,0.0,0.0,24.0,0.11599999999999999
Tyronn Lue,CLE,3,3,82,50,32,205,128,77,205,128,77,0.624,22.0,12.0,10.0,61.0,41.0,20.0,61.0,41.0,20.0,2018,6,0.0,0.0,39.0,0.0
Brett Brown,PHI,5,5,82,52,30,410,127,283,410,127,283,0.31,10.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,2018,71,0.162,0.0,0.0,0.0
Steve Clifford,CHO,5,5,82,36,46,410,196,214,410,196,214,0.478,0.0,0.0,0.0,11.0,3.0,8.0,11.0,3.0,8.0,2018,4,0.0,0.0,11.0,0.356
Stan Van Gundy,DET,4,12,82,39,43,328,152,176,907,523,384,0.577,0.0,0.0,0.0,4.0,0.0,4.0,91.0,48.0,43.0,2018,9,0.0,0.0,91.0,0.40099999999999997
Billy Donovan,OKC,3,3,82,48,34,246,150,96,246,150,96,0.61,6.0,2.0,4.0,29.0,14.0,15.0,29.0,14.0,15.0,2018,21,0.0,0.0,23.0,0.002
Tom Thibodeau,MIN,2,7,82,47,35,164,78,86,558,333,225,0.597,5.0,1.0,4.0,5.0,1.0,4.0,56.0,24.0,32.0,2018,18,0.0,0.0,51.0,1.6640000000000001
Alvin Gentry,NOP,3,15,82,48,34,246,112,134,951,447,504,0.47,9.0,5.0,4.0,9.0,5.0,4.0,30.0,17.0,13.0,2018,19,0.004,0.0,21.0,0.117
Terry Stotts,POR,6,10,82,49,33,492,272,220,775,387,388,0.499,4.0,0.0,4.0,35.0,11.0,24.0,40.0,12.0,28.0,2018,66,0.044,0.0,36.0,0.558
Luke Walton,LAL,2,2,82,35,47,164,61,103,164,61,103,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,14,0.0,0.0,0.0,0.0
Brad Stevens,BOS,5,5,82,55,27,410,221,189,410,221,189,0.539,19.0,11.0,8.0,47.0,22.0,25.0,47.0,22.0,25.0,2018,2,0.406,0.0,28.0,0.383
Steve Kerr,GSW,4,4,82,58,24,328,265,63,328,265,63,0.808,21.0,16.0,5.0,83.0,63.0,20.0,83.0,63.0,20.0,2018,10,0.0,0.0,62.0,1.339
Tom Thibodeau,MIN,1,6,82,31,51,82,31,51,476,286,190,0.601,0.0,0.0,0.0,0.0,0.0,0.0,51.0,23.0,28.0,2017,18,0.0,0.0,51.0,1.6640000000000001
Billy Donovan,OKC,2,2,82,47,35,164,102,62,164,102,62,0.622,5.0,1.0,4.0,23.0,12.0,11.0,23.0,12.0,11.0,2017,21,0.0,0.0,18.0,0.002
Stan Van Gundy,DET,3,11,82,37,45,246,113,133,825,484,341,0.587,0.0,0.0,0.0,4.0,0.0,4.0,91.0,48.0,43.0,2017,9,0.0,0.0,91.0,0.40099999999999997
Michael Malone,DEN,2,4,82,40,42,164,73,91,270,112,158,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,8,0.0,0.0,0.0,0.0
Tyronn Lue,CLE,2,2,82,51,31,123,78,45,123,78,45,0.634,18.0,13.0,5.0,39.0,29.0,10.0,39.0,29.0,10.0,2017,6,0.0,0.0,21.0,0.0
Mike D'Antoni,HOU,1,13,82,55,27,82,55,27,963,510,453,0.53,11.0,6.0,5.0,11.0,6.0,5.0,70.0,32.0,38.0,2017,11,0.8,1.0,59.0,0.9450000000000001
Dwane Casey,TOR,6,8,82,51,31,476,261,215,598,314,284,0.525,10.0,4.0,6.0,41.0,17.0,24.0,41.0,17.0,24.0,2017,28,0.01,0.0,31.0,0.243
David Fizdale,MEM,1,1,82,43,39,82,43,39,82,43,39,0.524,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2017,15,0.008,0.0,0.0,0.0
Rick Carlisle,DAL,9,15,82,33,49,722,413,309,1214,694,520,0.572,0.0,0.0,0.0,58.0,28.0,30.0,120.0,58.0,62.0,2017,7,0.0,0.0,120.0,1.2429999999999999
Frank Vogel,ORL,1,7,82,29,53,82,29,53,513,279,234,0.544,0.0,0.0,0.0,0.0,0.0,0.0,61.0,31.0,30.0,2017,22,0.0,0.0,61.0,0.372
Nate McMillan,IND,1,13,82,42,40,82,42,40,1012,520,492,0.514,4.0,0.0,4.0,4.0,0.0,4.0,38.0,14.0,24.0,2017,12,0.0,0.0,82.0,2.142
Jeff Hornacek,NYK,1,4,82,31,51,82,31,51,295,132,163,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,20,0.0,0.0,0.0,0.549
Kenny Atkinson,BRK,1,1,82,20,62,82,20,62,82,20,62,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,0.0,0.0,0.0,0.0
Gregg Popovich,SAS,21,21,82,61,21,1656,1150,506,1656,1150,506,0.694,16.0,8.0,8.0,272.0,166.0,106.0,272.0,166.0,106.0,2017,27,0.23,0.0,256.0,2.797
Luke Walton,LAL,1,1,82,26,56,82,26,56,82,26,56,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,14,0.0,0.0,0.0,0.0
Brad Stevens,BOS,4,4,82,53,29,328,166,162,328,166,162,0.506,18.0,9.0,9.0,28.0,11.0,17.0,28.0,11.0,17.0,2017,2,0.192,0.0,10.0,0.191
Alvin Gentry,NOP,2,14,82,34,48,164,64,100,869,399,470,0.459,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,9.0,2017,19,0.0,0.0,21.0,0.117
Dave Joerger,SAC,1,4,82,32,50,82,32,50,328,179,149,0.546,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,13.0,2017,26,0.0,0.0,22.0,0.017
Fred Hoiberg,CHI,2,2,82,41,41,164,83,81,164,83,81,0.506,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2017,5,0.0,0.0,0.0,0.0
Scott Brooks,WAS,1,8,82,49,33,82,49,33,627,387,240,0.617,13.0,7.0,6.0,13.0,7.0,6.0,86.0,46.0,40.0,2017,30,0.126,0.0,73.0,0.802
Steve Clifford,CHO,4,4,82,36,46,328,160,168,328,160,168,0.488,0.0,0.0,0.0,11.0,3.0,8.0,11.0,3.0,8.0,2017,4,0.0,0.0,11.0,0.356
Jason Kidd,MIL,3,4,82,42,40,246,116,130,328,160,168,0.488,6.0,2.0,4.0,12.0,4.0,8.0,24.0,9.0,15.0,2017,17,0.026,0.0,18.0,0.09
